Fips,County name,2023 Typology,Total ,Biden ,Trump
24033,"Prince George's County, Maryland",Urban Burbs,424855,379208,37090
24035,"Queen Anne's County, Maryland",Exurbs,30290,10709,18741
24037,"St. Mary's County, Maryland",Military Posts,55665,23138,30826
24039,"Somerset County, Maryland",African American South,10147,4241,5739
24041,"Talbot County, Maryland",Graying America,22555,11062,10946
24043,"Washington County, Maryland",Middle Suburbs,67779,26044,40224
24045,"Wicomico County, Maryland",College Towns,46216,22054,22944
24047,"Worcester County, Maryland",Graying America,31691,12560,18571
24510,"Baltimore city, Maryland",Big Cities,237461,207260,25374
25001,"Barnstable County, Massachusetts",Graying America,150325,91994,55311
25003,"Berkshire County, Massachusetts",Graying America,71375,51705,18064
25005,"Bristol County, Massachusetts",Exurbs,279279,153377,119872
25007,"Dukes County, Massachusetts",Graying America,12798,9914,2631
25009,"Essex County, Massachusetts",Urban Burbs,421210,267198,144837
25011,"Franklin County, Massachusetts",Graying America,42458,30030,11201
25013,"Hampden County, Massachusetts",College Towns,218177,125948,87318
25015,"Hampshire County, Massachusetts",College Towns,87854,63362,22281
25017,"Middlesex County, Massachusetts",Urban Burbs,863577,617196,226956
25019,"Nantucket County, Massachusetts",Exurbs,7306,5241,1914
25021,"Norfolk County, Massachusetts",Urban Burbs,407751,273312,125294
25023,"Plymouth County, Massachusetts",Exurbs,301816,173630,121227
25025,"Suffolk County, Massachusetts",Big Cities,335462,270522,58613
25027,"Worcester County, Massachusetts",Urban Burbs,432014,248773,171683
26001,"Alcona County, Michigan",Graying America,7064,2142,4848
26003,"Alger County, Michigan",Graying America,5135,2053,3014
26005,"Allegan County, Michigan",Rural Middle America,67195,24449,41392
26007,"Alpena County, Michigan",Graying America,16987,6000,10686
26009,"Antrim County, Michigan",Graying America,15972,5960,9748
26011,"Arenac County, Michigan",Graying America,8839,2774,5928
26013,"Baraga County, Michigan",Graying America,4047,1478,2512
26015,"Barry County, Michigan",Rural Middle America,35961,11797,23471
26017,"Bay County, Michigan",Middle Suburbs,60255,26151,33125
26019,"Benzie County, Michigan",Graying America,12262,5480,6601
26021,"Berrien County, Michigan",Middle Suburbs,82565,37438,43519
26023,"Branch County, Michigan",Rural Middle America,20573,6159,14064
26025,"Calhoun County, Michigan",Rural Middle America,66281,28877,36221
26027,"Cass County, Michigan",Rural Middle America,26242,9130,16699
26029,"Charlevoix County, Michigan",Graying America,17030,6939,9841
26031,"Cheboygan County, Michigan",Graying America,15890,5437,10186
26033,"Chippewa County, Michigan",Graying America,17671,6648,10681
26035,"Clare County, Michigan",Graying America,16295,5199,10861
26037,"Clinton County, Michigan",Rural Middle America,47927,21968,25098
26039,"Crawford County, Michigan",Graying America,7861,2672,5087
26041,"Delta County, Michigan",Rural Middle America,21167,7606,13207
26043,"Dickinson County, Michigan",Rural Middle America,14615,4744,9617
26045,"Eaton County, Michigan",Rural Middle America,64327,31299,31798
26047,"Emmet County, Michigan",Graying America,22209,9662,12135
26049,"Genesee County, Michigan",Middle Suburbs,221764,119390,98714
26051,"Gladwin County, Michigan",Graying America,14615,4524,9893
26053,"Gogebic County, Michigan",Graying America,8276,3570,4600
26055,"Grand Traverse County, Michigan",Rural Middle America,60353,28683,30502
26057,"Gratiot County, Michigan",Rural Middle America,19148,6693,12102
26059,"Hillsdale County, Michigan",Rural Middle America,23302,5883,17037
26061,"Houghton County, Michigan",College Towns,18533,7750,10378
26063,"Huron County, Michigan",Graying America,18442,5490,12731
26065,"Ingham County, Michigan",College Towns,144550,94212,47639
26067,"Ionia County, Michigan",Rural Middle America,32209,10901,20657
26069,"Iosco County, Michigan",Graying America,15387,5373,9759
26071,"Iron County, Michigan",Graying America,6795,2493,4216
26073,"Isabella County, Michigan",College Towns,29476,14072,14815
26075,"Jackson County, Michigan",Rural Middle America,81014,31995,47372
26077,"Kalamazoo County, Michigan",College Towns,143746,83686,56823
26079,"Kalkaska County, Michigan",Graying America,10631,3002,7436
26081,"Kent County, Michigan",Urban Burbs,362031,187915,165741
26083,"Keweenaw County, Michigan",Graying America,1557,672,862
26085,"Lake County, Michigan",Graying America,6332,2288,3946
26087,"Lapeer County, Michigan",Rural Middle America,52732,16367,35482
26089,"Leelanau County, Michigan",Graying America,16900,8795,7916
26091,"Lenawee County, Michigan",Rural Middle America,53452,20918,31541
26093,"Livingston County, Michigan",Exurbs,127197,48220,76982
26095,"Luce County, Michigan",Graying America,3007,842,2109
26097,"Mackinac County, Michigan",Graying America,7025,2632,4304
26099,"Macomb County, Michigan",Middle Suburbs,494256,223952,263863
26101,"Manistee County, Michigan",Graying America,14655,6107,8321
26103,"Marquette County, Michigan",College Towns,37550,20465,16286
26105,"Mason County, Michigan",Rural Middle America,17283,6802,10207
26107,"Mecosta County, Michigan",College Towns,21081,7375,13267
26109,"Menominee County, Michigan",Rural Middle America,12621,4316,8117
26111,"Midland County, Michigan",Rural Middle America,49175,20493,27675
26113,"Missaukee County, Michigan",Working Class Country,8755,1967,6648
26115,"Monroe County, Michigan",Middle Suburbs,87282,32975,52710
26117,"Montcalm County, Michigan",Rural Middle America,32138,9703,21815
26119,"Montmorency County, Michigan",Graying America,5863,1628,4171
26121,"Muskegon County, Michigan",Middle Suburbs,92444,45643,45133
26123,"Newaygo County, Michigan",Rural Middle America,27197,7873,18857
26125,"Oakland County, Michigan",Urban Burbs,771991,434148,325971
26127,"Oceana County, Michigan",Rural Middle America,14080,4944,8892
26129,"Ogemaw County, Michigan",Graying America,11907,3475,8253
26131,"Ontonagon County, Michigan",Graying America,3810,1391,2358
26133,"Osceola County, Michigan",Working Class Country,12340,3214,8928
26135,"Oscoda County, Michigan",Graying America,4880,1342,3466
26137,"Otsego County, Michigan",Graying America,14775,4743,9779
26139,"Ottawa County, Michigan",Exurbs,168713,64705,100913
26141,"Presque Isle County, Michigan",Graying America,8355,2911,5342
26143,"Roscommon County, Michigan",Graying America,15034,5166,9670
26145,"Saginaw County, Michigan",Middle Suburbs,103483,51088,50785
26147,"St. Clair County, Michigan",Rural Middle America,92202,31363,59185
26149,"St. Joseph County, Michigan",Rural Middle America,27981,9262,18127
26151,"Sanilac County, Michigan",Rural Middle America,22446,5966,16194
26153,"Schoolcraft County, Michigan",Graying America,4745,1589,3090
26155,"Shiawassee County, Michigan",Rural Middle America,39301,15347,23149
26157,"Tuscola County, Michigan",Rural Middle America,29479,8712,20297
26159,"Van Buren County, Michigan",Rural Middle America,39146,16803,21591
26161,"Washtenaw County, Michigan",College Towns,216931,157136,56241
26163,"Wayne County, Michigan",Big Cities,874018,597170,264553
26165,"Wexford County, Michigan",Rural Middle America,18292,5838,12102
27001,"Aitkin County, Minnesota",Graying America,10025,3607,6258
27003,"Anoka County, Minnesota",Exurbs,211132,100893,104902
27005,"Becker County, Minnesota",Rural Middle America,19401,6589,12438
27007,"Beltrami County, Minnesota",College Towns,24189,11426,12188
27009,"Benton County, Minnesota",Rural Middle America,22260,7280,14382
27011,"Big Stone County, Minnesota",Aging Farmlands,2974,1053,1863
27013,"Blue Earth County, Minnesota",College Towns,36051,18330,16731
27015,"Brown County, Minnesota",Rural Middle America,14635,4753,9552
27017,"Carlton County, Minnesota",Rural Middle America,20369,10098,9791
27019,"Carver County, Minnesota",Exurbs,66361,30774,34009
27021,"Cass County, Minnesota",Graying America,18289,6342,11620
27023,"Chippewa County, Minnesota",Rural Middle America,6611,2226,4250
27025,"Chisago County, Minnesota",Rural Middle America,34570,11806,21916
27027,"Clay County, Minnesota",College Towns,32239,16357,15043
27029,"Clearwater County, Minnesota",Working Class Country,4708,1260,3372
27031,"Cook County, Minnesota",Graying America,3806,2496,1203
27033,"Cottonwood County, Minnesota",Rural Middle America,6107,1834,4165
27035,"Crow Wing County, Minnesota",Graying America,40173,13726,25676
27037,"Dakota County, Minnesota",Urban Burbs,262259,146155,109638
27039,"Dodge County, Minnesota",Rural Middle America,12187,4079,7783
27041,"Douglas County, Minnesota",Rural Middle America,24165,7868,15799
27043,"Faribault County, Minnesota",Rural Middle America,7914,2531,5191
27045,"Fillmore County, Minnesota",Rural Middle America,12141,4551,7301
27047,"Freeborn County, Minnesota",Rural Middle America,16818,6889,9578
27049,"Goodhue County, Minnesota",Rural Middle America,28636,11806,16052
27051,"Grant County, Minnesota",Rural Middle America,3654,1300,2269
27053,"Hennepin County, Minnesota",Big Cities,755969,532623,205973
27055,"Houston County, Minnesota",Rural Middle America,11440,4853,6334
27057,"Hubbard County, Minnesota",Graying America,12965,4462,8202
27059,"Isanti County, Minnesota",Rural Middle America,24235,7138,16491
27061,"Itasca County, Minnesota",Graying America,26561,10786,15239
27063,"Jackson County, Minnesota",Rural Middle America,5819,1745,3948
27065,"Kanabec County, Minnesota",Rural Middle America,9242,2774,6278
27067,"Kandiyohi County, Minnesota",Rural Middle America,23367,8440,14437
27069,"Kittson County, Minnesota",Aging Farmlands,2639,1006,1546
27071,"Koochiching County, Minnesota",Graying America,6922,2659,4131
27073,"Lac qui Parle County, Minnesota",Aging Farmlands,4040,1446,2528
27075,"Lake County, Minnesota",Graying America,7202,3647,3393
27077,"Lake of the Woods County, Minnesota",Graying America,2408,671,1704
27079,"Le Sueur County, Minnesota",Rural Middle America,16818,5672,10775
27081,"Lincoln County, Minnesota",Aging Farmlands,3115,937,2121
27083,"Lyon County, Minnesota",Rural Middle America,12893,4634,7979
27085,"McLeod County, Minnesota",Rural Middle America,20933,6413,13986
27087,"Mahnomen County, Minnesota",Native American Lands,2304,1112,1142
27089,"Marshall County, Minnesota",Aging Farmlands,5113,1295,3721
27091,"Martin County, Minnesota",Rural Middle America,11009,3305,7480
27093,"Meeker County, Minnesota",Rural Middle America,13529,3867,9359
27095,"Mille Lacs County, Minnesota",Rural Middle America,14689,4404,9952
27097,"Morrison County, Minnesota",Rural Middle America,19558,4367,14821
27099,"Mower County, Minnesota",Rural Middle America,19345,8899,10025
27101,"Murray County, Minnesota",Aging Farmlands,4896,1449,3363
27103,"Nicollet County, Minnesota",Rural Middle America,19125,9622,9018
27105,"Nobles County, Minnesota",Hispanic Centers,8715,2933,5600
27107,"Norman County, Minnesota",Aging Farmlands,3441,1404,1953
27109,"Olmsted County, Minnesota",Exurbs,91385,49491,39692
27111,"Otter Tail County, Minnesota",Graying America,36399,11958,23800
27113,"Pennington County, Minnesota",Rural Middle America,7277,2568,4532
27115,"Pine County, Minnesota",Graying America,16001,5419,10256
27117,"Pipestone County, Minnesota",Rural Middle America,4940,1306,3553
27119,"Polk County, Minnesota",Rural Middle America,15594,5439,9865
27121,"Pope County, Minnesota",Rural Middle America,7022,2477,4417
27123,"Ramsey County, Minnesota",Big Cities,295977,211620,77376
27125,"Red Lake County, Minnesota",Rural Middle America,2196,691,1454
27127,"Redwood County, Minnesota",Aging Farmlands,8284,2355,5771
27129,"Renville County, Minnesota",Rural Middle America,8128,2496,5467
27131,"Rice County, Minnesota",Rural Middle America,35686,17402,17464
27133,"Rock County, Minnesota",Rural Middle America,5240,1556,3583
27135,"Roseau County, Minnesota",Rural Middle America,8421,2188,6065
27137,"St. Louis County, Minnesota",College Towns,119531,67704,49017
27139,"Scott County, Minnesota",Exurbs,87965,40040,45872
27141,"Sherburne County, Minnesota",Exurbs,55612,18065,36222
27143,"Sibley County, Minnesota",Rural Middle America,8452,2417,5864
27145,"Stearns County, Minnesota",College Towns,84835,31879,50959
27147,"Steele County, Minnesota",Rural Middle America,21128,7917,12656
27149,"Stevens County, Minnesota",Rural Middle America,5085,1922,3044
27151,"Swift County, Minnesota",Rural Middle America,5193,1784,3316
27153,"Todd County, Minnesota",Rural Middle America,13257,3286,9753
27155,"Traverse County, Minnesota",Aging Farmlands,1864,661,1172
27157,"Wabasha County, Minnesota",Rural Middle America,13123,4696,8153
27159,"Wadena County, Minnesota",Working Class Country,7677,2023,5520
27161,"Waseca County, Minnesota",Rural Middle America,10389,3496,6624
27163,"Washington County, Minnesota",Exurbs,166786,89165,73764
27165,"Watonwan County, Minnesota",Rural Middle America,5201,1987,3103
27167,"Wilkin County, Minnesota",Rural Middle America,3430,1026,2328
27169,"Winona County, Minnesota",College Towns,27173,13333,13227
27171,"Wright County, Minnesota",Exurbs,82426,28430,51973
27173,"Yellow Medicine County, Minnesota",Rural Middle America,5528,1688,3734
28001,"Adams County, Mississippi",African American South,13759,7917,5696
28003,"Alcorn County, Mississippi",Evangelical Hubs,15793,2782,12818
28005,"Amite County, Mississippi",African American South,7196,2620,4503
28007,"Attala County, Mississippi",African American South,8823,3542,5178
28009,"Benton County, Mississippi",Working Class Country,4289,1679,2570
28011,"Bolivar County, Mississippi",African American South,13744,8904,4671
28013,"Calhoun County, Mississippi",African American South,6590,1902,4625
28015,"Carroll County, Mississippi",Evangelical Hubs,5701,1729,3924
28017,"Chickasaw County, Mississippi",African American South,8141,3810,4175
28019,"Choctaw County, Mississippi",Working Class Country,4223,1185,3001
28021,"Claiborne County, Mississippi",African American South,4449,3772,603
28023,"Clarke County, Mississippi",African American South,8338,2838,5417
28025,"Clay County, Mississippi",African American South,10189,5844,4181
28027,"Coahoma County, Mississippi",African American South,8501,6020,2375
28029,"Copiah County, Mississippi",African American South,12883,6470,6250
28031,"Covington County, Mississippi",African American South,9360,3416,5854
28033,"DeSoto County, Mississippi",Exurbs,76124,28265,46462
28035,"Forrest County, Mississippi",African American South,31654,13755,17290
28037,"Franklin County, Mississippi",Working Class Country,4461,1480,2923
28039,"George County, Mississippi",Evangelical Hubs,11049,1218,9713
28041,"Greene County, Mississippi",Evangelical Hubs,5812,966,4794
28043,"Grenada County, Mississippi",African American South,10911,4734,6081
28045,"Hancock County, Mississippi",Working Class Country,20957,4504,16132
28047,"Harrison County, Mississippi",Military Posts,75768,27728,46822
28049,"Hinds County, Mississippi",African American South,99995,73550,25141
28051,"Holmes County, Mississippi",African American South,8115,6588,1369
28053,"Humphreys County, Mississippi",African American South,4189,3016,1118
28055,"Issaquena County, Mississippi",African American South,676,355,308
28057,"Itawamba County, Mississippi",Evangelical Hubs,10819,1249,9438
28059,"Jackson County, Mississippi",Working Class Country,54543,17375,36295
28061,"Jasper County, Mississippi",African American South,8736,4341,4302
28063,"Jefferson County, Mississippi",African American South,3908,3327,531
28065,"Jefferson Davis County, Mississippi",African American South,6213,3599,2534
28067,"Jones County, Mississippi",Evangelical Hubs,30091,8517,21226
28069,"Kemper County, Mississippi",African American South,4731,2887,1787
28071,"Lafayette County, Mississippi",College Towns,23423,10070,12949
